data_hora;semana_do_ano;semana_ano;mes;mes_ano;bimestre;bimestre_ano;trimestre;trimestre_ano;ano;latitude;longitude;geometry;tipo_dado;cluster_label
2022-01-04 08:45:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.880157165997495;-43.93348595811728;POINT (-43.93349272 -19.88015636);treino;0
2022-01-04 09:03:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.84218457056057;-43.89323088006807;POINT (-43.8932292 -19.84217624);treino;0
2022-01-04 10:03:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.923719776097244;-43.98051396877837;POINT (-43.98049934 -19.92372893);treino;0
2022-01-04 10:32:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.857872805402746;-43.896448385039136;POINT (-43.8964488 -19.85786731);treino;0
2022-01-04 11:18:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.991966587659157;-44.02019816709672;POINT (-44.02020182 -19.99196542);treino;0
2022-01-04 11:39:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.964007195578414;-43.94437011657626;POINT (-43.94435808 -19.96400084);treino;0
2022-01-04 15:52:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.87988400148648;-43.94213641378361;POINT (-43.94214968 -19.87990139);treino;0
2022-01-05 00:00:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.85548016242766;-43.91829176588985;POINT (-43.91830182 -19.85547695);treino;0
2022-01-05 00:00:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.837168544429566;-43.98323856761415;POINT (-43.98322485 -19.83718687);treino;0
2022-01-05 00:00:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.823628358482377;-43.95031611167712;POINT (-43.95032977 -19.8236365);treino;0
2022-01-05 00:00:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.80141654933273;-43.98099303314369;POINT (-43.98098995 -19.80142137);treino;0
2022-01-05 00:00:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.943922802668524;-43.933180414915654;POINT (-43.93317263 -19.94392649);treino;0
2022-01-05 00:00:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.92787725202702;-43.90783131722307;POINT (-43.90784211 -19.92788119);treino;0
2022-01-05 00:00:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.925677106725793;-43.910795220544124;POINT (-43.91079471 -19.92565783);treino;0
2022-01-05 03:55:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.903935257339644;-43.93384496845369;POINT (-43.9338639603069 -19.9039324685057);treino;0
2022-01-05 06:02:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.937826628420286;-43.917240198880435;POINT (-43.91723167 -19.93783508);treino;0
2022-01-05 07:01:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.974193668971836;-44.013365626575236;POINT (-44.01334831 -19.97419318);treino;0
2022-01-05 07:07:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.88017041189847;-43.933495524382806;POINT (-43.93349272 -19.88015636);treino;0
2022-01-05 07:17:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.881045349821306;-43.93552118388631;POINT (-43.9355290761113 -19.8810448257768);treino;0
2022-01-05 07:27:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.81332047894484;-43.972119961429854;POINT (-43.97211069 -19.81333752);treino;0
2022-01-05 08:00:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.934519261082844;-43.90252043100382;POINT (-43.90250713 -19.93453173);treino;0
2022-01-05 08:08:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.937835700040093;-43.91722938072597;POINT (-43.91723167 -19.93783508);treino;0
2022-01-05 08:45:00;1;2022-S01;1;2022-01;1;2022-B1;1;2022-T1;2022;-19.89384512550723;-43.9428897268721;POINT (-43.94287509 -19.89385464);treino;0
